Olink ID*	UniProt ID	Protein name	Gene name
OID43368	P50995	Annexin A11	ANXA11
OID43369	P07355	Annexin A2	ANXA2
OID43370	O00203	AP-3 complex subunit beta-1	AP3B1
OID43371	P59780	AP-3 complex subunit sigma-2	AP3S2
OID43372	Q7Z5R6	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein	APBB1IP
OID43373	P27695	DNA-(apurinic or apyrimidinic site) endonuclease	APEX1
OID43374	Q96GX9	Methylthioribulose-1-phosphate dehydratase	APIP
OID43375	P07741	Adenine phosphoribosyltransferase	APRT
OID43376	P15514	Amphiregulin	AREG
OID43377	P62330	ADP-ribosylation factor 6	ARF6
OID43378	P53367	Arfaptin-1	ARFIP1
OID43379	P05089	Arginase-1	ARG1
OID43380	Q6ZUM4	Rho GTPase-activating protein 27	ARHGAP27
OID43381	Q7Z6I6	Rho GTPase-activating protein 30	ARHGAP30
OID43382	Q92888	Rho guanine nucleotide exchange factor 1	ARHGEF1
OID43383	O15013	Rho guanine nucleotide exchange factor 10	ARHGEF10
OID43384	Q9NZN5	Rho guanine nucleotide exchange factor 12	ARHGEF12
OID43385	O00327	Aryl hydrocarbon receptor nuclear translocator-like protein 1	BMAL1
OID43386	P15848	Arylsulfatase B	ARSB
OID43387	Q9NR71	Neutral ceramidase	ASAH2
OID43388	Q8N9N2	Activating signal cointegrator 1 complex subunit 1	ASCC1
OID43389	P07306	Asialoglycoprotein receptor 1	ASGR1
OID43390	Q9BZE9	Tether containing UBX domain for GLUT4	ASPSCR1
OID43391	Q7L266	Isoaspartyl peptidase/L-asparaginase	ASRGL1
OID43392	P00966	Argininosuccinate synthase	ASS1
OID43393	Q676U5	Autophagy-related protein 16-1	ATG16L1
OID43394	Q9Y5K8	V-type proton ATPase subunit D	ATP6V1D
OID43395	O75348	V-type proton ATPase subunit G 1	ATP6V1G1
OID43396	O95670	V-type proton ATPase subunit G 2	ATP6V1G2
OID43397	Q6UW56	All-trans retinoic acid-induced differentiation factor	ATRAID
OID43398	P54252	Ataxin-3	ATXN3
OID43399	O15169	Axin-1	AXIN1
OID43400	Q9H6S1	5-azacytidine-induced protein 2	AZI2
OID43401	Q8NFL0	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	B3GNT7
OID43402	O14867	Transcription regulator protein BACH1	BACH1
OID43403	O95817	BAG family molecular chaperone regulator 3	BAG3
OID43404	Q9UL15	BAG family molecular chaperone regulator 5	BAG5
OID43405	P46379	Large proline-rich protein BAG6	BAG6
OID43406	Q8NDB2	B-cell scaffold protein with ankyrin repeats	BANK1
OID43407	Q8IXM2	Chromatin complexes subunit BAP18	BAP18
OID43408	Q96GW7	Brevican core protein	BCAN
OID43409	P10415	Apoptosis regulator Bcl-2	BCL2
OID43410	Q07817	Bcl-2-like protein 1	BCL2L1
OID43411	Q9BQE9	B-cell CLL/lymphoma 7 protein family member B	BCL7B
OID43412	P11274	Breakpoint cluster region protein	BCR
OID43413	Q14457	Beclin-1	BECN1
OID43414	Q8WV28	B-cell linker protein	BLNK
OID43415	Q6QNY0	Biogenesis of lysosome-related organelles complex 1 subunit 3	BLOC1S3
OID43416	P12644	Bone morphogenetic protein 4	BMP4
OID43417	P22004	Bone morphogenetic protein 6	BMP6
OID43418	P18075	Bone morphogenetic protein 7	BMP7
OID43419	O60238	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	BNIP3L
OID43420	Q9BWV1	Brother of CDO	BOC
OID43421	Q9H3K6	BolA-like protein 2	BOLA2
OID43422	Q96DR5	BPI fold-containing family A member 2	BPIFA2
OID43423	Q7Z569	BRCA1-associated protein	BRAP
OID43424	Q58F21	Bromodomain testis-specific protein	BRDT
OID43425	Q8WUW1	Protein BRICK1	BRK1
OID43426	Q8IWQ3	Serine/threonine-protein kinase BRSK2	BRSK2
OID43427	P35613	Basigin	BSG
OID43428	Q13410	Butyrophilin subfamily 1 member A1	BTN1A1
OID43429	P78410	Butyrophilin subfamily 3 member A2	BTN3A2
OID43430	Q6UX73	UPF0764 protein C16orf89	C16orf89
OID43431	Q96EU7	C1GALT1-specific chaperone 1	C1GALT1C1
OID43432	P02745	Complement C1q subcomponent subunit A	C1QA
OID43433	Q07021	Complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP
OID43434	Q7Z5L3	Complement C1q-like protein 2	C1QL2
OID43435	Q9BXI9	Complement C1q tumor necrosis factor-related protein 6	C1QTNF6
OID43436	Q9BRJ6	Uncharacterized protein C7orf50	C7orf50
OID43437	Q8IXQ3	Uncharacterized protein C9orf40	C9orf40
OID43438	O43570	Carbonic anhydrase 12	CA12
OID43439	Q9ULX7	Carbonic anhydrase 14	CA14
OID43440	Q16790	Carbonic anhydrase 9	CA9
OID43441	P54284	Voltage-dependent L-type calcium channel subunit beta-3	CACNB3
OID43442	P05937	Calbindin	CALB1
OID43443	P01258	Calcitonin	CALCA
OID43444	P10092	Calcitonin gene-related peptide 2	CALCB
OID43445	Q9P1Z2	Calcium-binding and coiled-coil domain-containing protein 1	CALCOCO1
OID43446	Q13137	Calcium-binding and coiled-coil domain-containing protein 2	CALCOCO2
OID43447	Q96GE6	Calmodulin-like protein 4	CALML4
OID43448	Q5T5Y3	Calmodulin-regulated spectrin-associated protein 1	CAMSAP1
OID43449	P40121	Macrophage-capping protein	CAPG
OID43450	P20807	Calpain-3	CAPN3
OID43451	Q13938	Calcyphosin	CAPS
OID43452	Q92851	Caspase-10	CASP10
OID43453	P42575	Caspase-2	CASP2
OID43454	P55210	Caspase-7	CASP7
OID43455	Q14790	Caspase-8	CASP8
OID43456	P55211	Caspase-9	CASP9
OID43457	Q9NTU7	Cerebellin-4	CBLN4
OID43458	P35520	Cystathionine beta-synthase	CBS
OID43460	Q6P1N0	Coiled-coil and C2 domain-containing protein 1A	CC2D1A
OID43461	Q8IX12	Cell division cycle and apoptosis regulator protein 1	CCAR1
OID43462	Q8N163	Cell cycle and apoptosis regulator protein 2	CCAR2
OID43463	Q9H6E4	Coiled-coil domain-containing protein 134	CCDC134
OID43464	Q8IWP9	Coiled-coil domain-containing protein 28A	CCDC28A
OID43465	Q8IVM0	Coiled-coil domain-containing protein 50	CCDC50
OID43466	I3L3R5	Coiled-coil domain-containing glutamate-rich protein 2	CCER2
OID43467	P06307	Cholecystokinin	CCK
OID43468	P51671	Eotaxin	CCL11
OID43469	P78556	C-C motif chemokine 20	CCL20
OID43470	O15444	C-C motif chemokine 25	CCL25
OID43471	Q9Y258	C-C motif chemokine 26	CCL26
OID43472	Q9NRJ3	C-C motif chemokine 28	CCL28
OID43473	P10147	C-C motif chemokine 3	CCL3
OID43474	P80098	C-C motif chemokine 7	CCL7
OID43475	P80075	C-C motif chemokine 8	CCL8
OID43476	O00622	CCN family member 1	CCN1
OID43477	O95388	CCN family member 4	CCN4
OID43478	O14618	Copper chaperone for superoxide dismutase	CCS
OID43479	Q93033	Immunoglobulin superfamily member 2	CD101
OID43480	O95971	CD160 antigen	CD160
OID43481	P41217	OX-2 membrane glycoprotein	CD200
OID43482	Q8TD46	Cell surface glycoprotein CD200 receptor 1	CD200R1
OID43483	Q9UJ71	C-type lectin domain family 4 member K	CD207
OID43484	P20273	B-cell receptor CD22	CD22
OID43485	Q15762	CD226 antigen	CD226
OID43486	Q9BZW8	Natural killer cell receptor 2B4	CD244
OID43487	Q9NZQ7	Programmed cell death 1 ligand 1	CD274
OID43488	Q496F6	CMRF35-like molecule 2	CD300E
OID43489	Q8TDQ1	CMRF35-like molecule 1	CD300LF
OID43490	Q8IX05	CD302 antigen	CD302
OID43491	P28907	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	CD38
OID43492	P01730	T-cell surface glycoprotein CD4	CD4
OID43493	P29965	CD40 ligand	CD40LG
OID43494	P06127	T-cell surface glycoprotein CD5	CD5
OID43495	P30203	T-cell differentiation antigen CD6	CD6
OID43496	P08962	CD63 antigen	CD63
OID43497	P09564	T-cell antigen CD7	CD7
OID43498	P32970	CD70 antigen	CD70
OID43499	P40259	B-cell antigen receptor complex-associated protein beta chain	CD79B
OID43500	Q01151	CD83 antigen	CD83
OID43501	Q9UIB8	SLAM family member 5	CD84
OID43502	P42081	T-lymphocyte activation antigen CD86	CD86
OID43503	Q8IWY9	Codanin-1	CDAN1
OID43504	Q8NHZ8	Anaphase-promoting complex subunit CDC26	CDC26
OID43505	Q9Y5S2	Serine/threonine-protein kinase MRCK beta	CDC42BPB
OID43506	Q9H5V8	CUB domain-containing protein 1	CDCP1
OID43507	Q9BYE9	Cadherin-related family member 2	CDHR2
OID43508	P38936	Cyclin-dependent kinase inhibitor 1	CDKN1A
OID43509	P55273	Cyclin-dependent kinase 4 inhibitor D	CDKN2D
OID43510	Q49AH0	Cerebral dopamine neurotrophic factor	CDNF
OID43511	Q15517	Corneodesmosin	CDSN
OID43512	Q2WEN9	Carcinoembryonic antigen-related cell adhesion molecule 16	CEACAM16
OID43513	Q7Z692	Carcinoembryonic antigen-related cell adhesion molecule 19	CEACAM19
OID43514	Q3KPI0	Carcinoembryonic antigen-related cell adhesion molecule 21	CEACAM21
OID43515	P31997	Carcinoembryonic antigen-related cell adhesion molecule 8	CEACAM8
OID43516	Q66GS9	Centrosomal protein of 135 kDa	CEP135
OID43517	Q5SW79	Centrosomal protein of 170 kDa	CEP170
OID43518	Q9BV73	Centrosome-associated protein CEP250	CEP250
OID43519	O95684	Centrosomal protein 43	CEP43
OID43520	O00748	Cocaine esterase	CES2
OID43521	Q6UWW8	Carboxylesterase 3	CES3
OID43522	O15182	Centrin-3	CETN3
OID43523	Q96G28	Cilia- and flagella-associated protein 36	CFAP36
OID43524	Q8WYQ3	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	CHCHD10
OID43525	Q9BRQ6	MICOS complex subunit MIC25	CHCHD6
OID43526	P24386	Rab proteins geranylgeranyltransferase component A 1	CHM
OID43527	Q9HD42	Charged multivesicular body protein 1a	CHMP1A
OID43528	Q14011	Cold-inducible RNA-binding protein	CIRBP
OID43529	O14578	Citron Rho-interacting kinase	CIT
OID43530	Q07065	Cytoskeleton-associated protein 4	CKAP4
OID43531	Q8IUN9	C-type lectin domain family 10 member A	CLEC10A
OID43532	Q5QGZ9	C-type lectin domain family 12 member A	CLEC12A
OID43533	Q8NC01	C-type lectin domain family 1 member A	CLEC1A
OID43534	Q9UMR7	C-type lectin domain family 4 member A	CLEC4A
OID43535	Q8WTT0	C-type lectin domain family 4 member C	CLEC4C
OID43536	Q8WXI8	C-type lectin domain family 4 member D	CLEC4D
OID43537	Q6UXB4	C-type lectin domain family 4 member G	CLEC4G
OID43538	Q9BXN2	C-type lectin domain family 7 member A	CLEC7A
OID43539	Q9UDT6	CAP-Gly domain-containing linker protein 2	CLIP2
OID43540	Q9H6B4	CXADR-like membrane protein	CLMP
OID43541	Q16740	ATP-dependent Clp protease proteolytic subunit, mitochondrial	CLPP
OID43542	Q9H4D0	Calsyntenin-2	CLSTN2
OID43543	Q9BQT9	Calsyntenin-3	CLSTN3
OID43544	Q8IY22	C-Maf-inducing protein	CMIP
OID43545	Q8N3K9	Cardiomyopathy-associated protein 5	CMYA5
OID43546	P09543	2',3'-cyclic-nucleotide 3'-phosphodiesterase	CNP
OID43547	Q8N129	Protein canopy homolog 4	CNPY4
OID43548	Q02246	Contactin-2	CNTN2
OID43549	Q9UHC6	Contactin-associated protein-like 2	CNTNAP2
OID43550	Q17RW2	Collagen alpha-1(XXIV) chain	COL24A1
OID43551	Q2UY09	Collagen alpha-1(XXVIII) chain	COL28A1
OID43552	P02458	Collagen alpha-1(II) chain	COL2A1
OID43553	P20849	Collagen alpha-1(IX) chain	COL9A1
OID43554	Q8N668	COMM domain-containing protein 1	COMMD1
OID43555	Q9P000	COMM domain-containing protein 9	COMMD9
OID43556	P21964	Catechol O-methyltransferase	COMT
OID43557	P35606	Coatomer subunit beta'	COPB2
OID43558	Q99807	5-demethoxyubiquinone hydroxylase, mitochondrial	COQ7
OID43559	P10606	Cytochrome c oxidase subunit 5B, mitochondrial	COX5B
OID43560	P16870	Carboxypeptidase E	CPE
OID43561	Q9H3G5	Probable serine carboxypeptidase CPVL	CPVL
OID43562	P78560	Death domain-containing protein CRADD	CRADD
OID43563	P52943	Cysteine-rich protein 2	CRIP2
OID43564	P16562	Cysteine-rich secretory protein 2	CRISP2
OID43565	Q9UBG3	Cornulin	CRNN
OID43566	O95727	Cytotoxic and regulatory T-cell molecule	CRTAM
OID43567	P43320	Beta-crystallin B2	CRYBB2
OID43568	P07320	Gamma-crystallin D	CRYGD
OID43569	O95825	Quinone oxidoreductase-like protein 1	CRYZL1
OID43570	O75534	Cold shock domain-containing protein E1	CSDE1
OID43571	P15509	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha	CSF2RA
OID43572	P32927	Cytokine receptor common subunit beta	CSF2RB
OID43573	Q99062	Granulocyte colony-stimulating factor receptor	CSF3R
OID43574	P68400	Casein kinase II subunit alpha	CSNK2A1
OID43575	P50461	Cysteine and glycine-rich protein 3	CSRP3
OID43576	P28325	Cystatin-D	CST5
OID43577	P32929	Cystathionine gamma-lyase	CTH
OID43578	P40313	Chymotrypsin-like protease CTRL-1	CTRL
OID43579	P09668	Pro-cathepsin H	CTSH
OID43580	P43234	Cathepsin O	CTSO
OID43581	O60911	Cathepsin L2	CTSV
OID43582	Q9P013	Spliceosome-associated protein CWC15 homolog	CWC15
OID43583	P78423	Fractalkine	CX3CL1
OID43584	P78310	Coxsackievirus and adenovirus receptor	CXADR
OID43585	Q6UXB2	C-X-C motif chemokine 17	CXCL17
OID43586	P10145	Interleukin-8	CXCL8
OID43587	Q6BCY4	NADH-cytochrome b5 reductase 2	CYB5R2
OID43588	P98082	Disabled homolog 2	DAB2
OID43589	Q9UIK4	Death-associated protein kinase 2	DAPK2
OID43590	Q9UN19	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide	DAPP1
OID43591	P14868	Aspartate--tRNA ligase, cytoplasmic	DARS1
OID43592	Q16643	Drebrin	DBN1
OID43593	P07585	Decorin	DCN
OID43594	Q96C86	m7GpppX diphosphatase	DCPS
OID43595	Q14203	Dynactin subunit 1	DCTN1
OID43596	Q13561	Dynactin subunit 2	DCTN2
OID43597	O00399	Dynactin subunit 6	DCTN6
OID43598	O94760	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	DDAH1
OID43599	O94830	Phospholipase DDHD2	DDHD2
OID43600	Q92499	ATP-dependent RNA helicase DDX1	DDX1
OID43601	Q16698	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial	DECR1
OID43602	P81534	Beta-defensin 103	DEFB103A_DEFB103B
OID43603	O15263	Defensin beta 4A	DEFB4A_DEFB4B
OID43604	O00273	DNA fragmentation factor subunit alpha	DFFA
OID43605	P23743	Diacylglycerol kinase alpha	DGKA
OID43606	O75912	Diacylglycerol kinase iota	DGKI
OID43607	P49366	Deoxyhypusine synthase	DHPS
OID43608	Q6PKH6	Dehydrogenase/reductase SDR family member 4-like 2	DHRS4L2
OID43609	Q9UBT3	Dickkopf-related protein 4	DKK4
OID43610	Q9UK85	Dickkopf-like protein 1	DKKL1
OID43611	P78352	Disks large homolog 4	DLG4
OID43612	Q9NR61	Delta-like protein 4	DLL4
OID43613	P11532	Dystrophin	DMD
OID43614	Q13316	Dentin matrix acidic phosphoprotein 1	DMP1
OID43615	O60884	DnaJ homolog subfamily A member 2	DNAJA2
OID43616	Q8WW22	DnaJ homolog subfamily A member 4	DNAJA4
OID43617	P25685	DnaJ homolog subfamily B member 1	DNAJB1
OID43618	Q8TBM8	DnaJ homolog subfamily B member 14	DNAJB14
OID43619	Q9UDY4	DnaJ homolog subfamily B member 4	DNAJB4
OID43620	Q8NHS0	DnaJ homolog subfamily B member 8	DNAJB8
OID43621	Q9NVM6	DnaJ homolog subfamily C member 17	DNAJC17
OID43622	Q5F1R6	DnaJ homolog subfamily C member 21	DNAJC21
OID43623	O75061	Putative tyrosine-protein phosphatase auxilin	DNAJC6
OID43624	Q8WXX5	DnaJ homolog subfamily C member 9	DNAJC9
OID43625	Q05193	Dynamin-1	DNM1
OID43626	Q9UQ16	Dynamin-3	DNM3
OID43627	Q6XZF7	Dynamin-binding protein	DNMBP
OID43628	Q9ULA0	Aspartyl aminopeptidase	DNPEP
OID43629	Q99704	Docking protein 1	DOK1
OID43630	P16444	Dipeptidase 1	DPEP1
OID43631	Q9H4A9	Dipeptidase 2	DPEP2
OID43632	Q8N608	Inactive dipeptidyl peptidase 10	DPP10
OID43633	P42658	Dipeptidyl aminopeptidase-like protein 6	DPP6
OID43634	Q9C005	Protein dpy-30 homolog	DPY30
OID43635	Q8NBI3	Draxin	DRAXIN
OID43636	P55039	Developmentally-regulated GTP-binding protein 2	DRG2
OID43637	P32926	Desmoglein-3	DSG3
OID43638	Q86SJ6	Desmoglein-4	DSG4
OID43639	O60941	Dystrobrevin beta	DTNB
OID43640	Q8N9I9	Probable E3 ubiquitin-protein ligase DTX3	DTX3
OID43642	P33316	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	DUT
OID43643	O77932	Decapping and exoribonuclease protein	DXO
OID43644	P51808	Dynein light chain Tctex-type 3	DYNLT3
OID43645	O00559	Receptor-binding cancer antigen expressed on SiSo cells	EBAG9
OID43646	Q14213_Q8NEV9	Interleukin-27	EBI3_IL27
OID43647	P42892	Endothelin-converting enzyme 1	ECE1
OID43648	P30084	Enoyl-CoA hydratase, mitochondrial	ECHS1
OID43649	Q9HAV5	Tumor necrosis factor receptor superfamily member 27	EDA2R
OID43650	Q9UNE0	Tumor necrosis factor receptor superfamily member EDAR	EDAR
OID43651	P56851	Epididymal secretory protein E3-beta	EDDM3B
OID43652	O60869	Endothelial differentiation-related factor 1	EDF1
OID43653	O43854	EGF-like repeat and discoidin I-like domain-containing protein 3	EDIL3
OID43654	P05305	Endothelin-1	EDN1
OID43656	Q9BUP0	EF-hand domain-containing protein D1	EFHD1
OID43657	Q96C19	EF-hand domain-containing protein D2	EFHD2
OID43658	P52798	Ephrin-A4	EFNA4
OID43659	Q63HQ2	Pikachurin	EGFLAM
OID43660	Q9GZT9	Egl nine homolog 1	EGLN1
OID43661	Q9NZN3	EH domain-containing protein 3	EHD3
OID43662	P47813	Eukaryotic translation initiation factor 1A, X-chromosomal	EIF1AX
OID43663	P19525	Interferon-induced, double-stranded RNA-activated protein kinase	EIF2AK2
OID43664	Q9UI10	Translation initiation factor eIF-2B subunit delta	EIF2B4
OID43665	P20042	Eukaryotic translation initiation factor 2 subunit 2	EIF2S2
OID43666	P23588	Eukaryotic translation initiation factor 4B	EIF4B
OID43667	P06730	Eukaryotic translation initiation factor 4E	EIF4E
OID43668	Q04637	Eukaryotic translation initiation factor 4 gamma 1	EIF4G1
OID43669	O43432	Eukaryotic translation initiation factor 4 gamma 3	EIF4G3
OID43670	Q15056	Eukaryotic translation initiation factor 4H	EIF4H
OID43671	Q9H777	Zinc phosphodiesterase ELAC protein 1	ELAC1
OID43672	Q14241	Elongin-A	ELOA
OID43673	Q9HC35	Echinoderm microtubule-associated protein-like 4	EML4
OID43674	P21128	Uridylate-specific endoribonuclease	ENDOU
OID43675	P13929	Beta-enolase	ENO3
OID43676	Q6UWR7	Glycerophosphocholine cholinephosphodiesterase ENPP6	ENPP6
OID43677	O75356	Nucleoside diphosphate phosphatase ENTPD5	ENTPD5
OID43678	O75354	Ectonucleoside triphosphate diphosphohydrolase 6	ENTPD6
OID43679	Q96C92	Endosome-associated-trafficking regulator 1	ENTR1
OID43680	O43491	Band 4.1-like protein 2	EPB41L2
OID43681	Q6UW88	Epigen	EPGN
OID43682	P29317	Ephrin type-A receptor 2	EPHA2
OID43683	O15197	Ephrin type-B receptor 6	EPHB6
OID43684	P01588	Erythropoietin	EPO
OID43685	P58107	Epiplakin	EPPK1
OID43686	Q9H6S3	Epidermal growth factor receptor kinase substrate 8-like protein 2	EPS8L2
OID43687	Q96RT1	Erbin	ERBIN
OID43688	O14944	Proepiregulin	EREG
OID43689	O75460	Serine/threonine-protein kinase/endoribonuclease IRE1	ERN1
OID43690	Q9BS26	Endoplasmic reticulum resident protein 44	ERP44
OID43691	A0FGR8	Extended synaptotagmin-2	ESYT2
OID43692	P58658	Protein eva-1 homolog C	EVA1C
OID43693	O60447	Ecotropic viral integration site 5 protein homolog	EVI5
OID43694	P13726	Tissue factor	F3
OID43695	P51161	Gastrotropin	FABP6
OID43696	Q9NRY5	Protein FAM114A2	FAM114A2
OID43697	O94988	Protein FAM13A	FAM13A
OID43698	A8MVW0	Protein FAM171A2	FAM171A2
OID43699	Q8WUF8	Cotranscriptional regulator FAM172A	FAM172A
OID43700	P58499	Protein FAM3B	FAM3B
OID43701	Q96BQ1	Protein FAM3D	FAM3D
OID43702	P48023	Tumor necrosis factor ligand superfamily member 6	FASLG
OID43703	P35556	Fibrillin-2	FBN2
OID43704	P24071	Immunoglobulin alpha Fc receptor	FCAR
OID43705	Q96LA5	Fc receptor-like protein 2	FCRL2
OID43706	Q6DN72	Fc receptor-like protein 6	FCRL6
OID43707	Q5JSP0	FYVE, RhoGEF and PH domain-containing protein 3	FGD3
OID43708	O43320	Fibroblast growth factor 16	FGF16
OID43709	P09038	Fibroblast growth factor 2	FGF2
OID43710	Q9NSA1	Fibroblast growth factor 21	FGF21
OID43711	Q9GZV9	Fibroblast growth factor 23	FGF23
OID43712	P11487	Fibroblast growth factor 3	FGF3
OID43713	Q8TAT2	Fibroblast growth factor-binding protein 3	FGFBP3
OID43714	Q5W0V3	FHF complex subunit HOOK interacting protein 2A	FHIP2A
OID43715	Q9NWM8	Peptidyl-prolyl cis-trans isomerase FKBP14	FKBP14
OID43716	P68106	Peptidyl-prolyl cis-trans isomerase FKBP1B	FKBP1B
OID43717	Q02790	Peptidyl-prolyl cis-trans isomerase FKBP4	FKBP4
OID43718	Q13451	Peptidyl-prolyl cis-trans isomerase FKBP5	FKBP5
OID43719	Q9UIM3	FK506-binding protein-like	FKBPL
OID43720	O43155	Leucine-rich repeat transmembrane protein FLRT2	FLRT2
OID43721	P17948	Vascular endothelial growth factor receptor 1	FLT1
OID43722	P49771	Fms-related tyrosine kinase 3 ligand	FLT3LG
OID43723	O95466	Formin-like protein 1	FMNL1
OID43724	Q8N3X1	Formin-binding protein 4	FNBP4
OID43725	Q4ZHG4	Fibronectin type III domain-containing protein 1	FNDC1
OID43726	P49354	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	FNTA
OID43727	Q12778	Forkhead box protein O1	FOXO1
OID43728	Q92765	Secreted frizzled-related protein 3	FRZB
OID43729	P01225	Follitropin subunit beta	FSHB
OID43730	Q12841	Follistatin-related protein 1	FSTL1
OID43731	O95954	Formimidoyltransferase-cyclodeaminase	FTCD
OID43732	Q9BYC5	Alpha-(1,6)-fucosyltransferase	FUT8
OID43733	Q16595	Frataxin, mitochondrial	FXN
OID43734	O95166	Gamma-aminobutyric acid receptor-associated protein	GABARAP
OID43735	Q8TAE8	Growth arrest and DNA damage-inducible proteins-interacting protein 1	GADD45GIP1
OID43736	Q86SR1	Polypeptide N-acetylgalactosaminyltransferase 10	GALNT10
OID43737	Q10471	Polypeptide N-acetylgalactosaminyltransferase 2	GALNT2
OID43738	Q86SF2	N-acetylgalactosaminyltransferase 7	GALNT7
OID43739	P22102	Trifunctional purine biosynthetic protein adenosine-3	GART
OID43740	P01350	Gastrin	GAST
OID43741	P0DPI2	Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial	GATD3
OID43742	P04062	Lysosomal acid glucosylceramidase	GBA1
OID43744	Q96CN9	GRIP and coiled-coil domain-containing protein 1	GCC1
OID43745	Q02742	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase	GCNT1
OID43746	P56159	GDNF family receptor alpha-1	GFRA1
OID43747	O00451	GDNF family receptor alpha-2	GFRA2
OID43748	O60609	GDNF family receptor alpha-3	GFRA3
OID43749	Q6UXV0	GDNF family receptor alpha-like	GFRAL
OID43750	P36269	Glutathione hydrolase 5 proenzyme	GGT5
OID43751	Q9NWU2	Glucose-induced degradation protein 8 homolog	GID8
OID43752	Q6Y7W6	GRB10-interacting GYF protein 2	GIGYF2
OID43754	Q8TF65	PDZ domain-containing protein GIPC2	GIPC2
OID43755	Q8TF64	PDZ domain-containing protein GIPC3	GIPC3
OID43756	P48546	Gastric inhibitory polypeptide receptor	GIPR
